DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST,DEP_TIME,DEP_DEL15,DEP_TIME_BLK,ARR_TIME,ARR_DEL15,CANCELLED,DIVERTED,DISTANCE
1,2,9E,20363,9E,N912XJ,5413,12217,1221702,HSV,10397,1039707,ATL,1234,0,1200-1259,1431,0,0,0,151
1,2,9E,20363,9E,N833AY,5418,15412,1541205,TYS,11433,1143302,DTW,927,0,0900-0959,1059,0,0,0,443
1,2,9E,20363,9E,N292PQ,5420,13204,1320402,MCO,14492,1449202,RDU,1547,0,1500-1559,1727,0,0,0,534
1,2,9E,20363,9E,N8974C,5421,10781,1078105,BTR,10397,1039707,ATL,758,0,0800-0859,1030,0,0,0,448
1,2,9E,20363,9E,N602LR,5423,11423,1142307,DSM,10397,1039707,ATL,540,0,0001-0559,909,0,0,0,743
1,2,9E,20363,9E,N912XJ,5425,10397,1039707,ATL,12323,1232305,ILM,2117,0,2100-2159,2230,0,0,0,377
1,2,9E,20363,9E,N607LR,5434,10397,1039707,ATL,12217,1221702,HSV,1438,1,1400-1459,1425,0,0,0,151
1,2,9E,20363,9E,N301PQ,5438,11193,1119302,CVG,10721,1072102,BOS,1414,1,1300-1359,1558,0,0,0,752
1,2,9E,20363,9E,N928XJ,5442,12478,1247805,JFK,14685,1468502,SAV,1412,0,1400-1459,1622,0,0,0,718
1,2,9E,20363,9E,N300PQ,5445,10785,1078502,BTV,10397,1039707,ATL,546,0,0001-0559,857,0,0,0,961
1,2,9E,20363,9E,N320PQ,5447,12478,1247805,JFK,11042,1104205,CLE,1449,0,1400-1459,1735,1,0,0,425
1,2,9E,20363,9E,N313PQ,5510,13487,1348702,MSP,12339,1233904,IND,956,0,1000-1059,1231,0,0,0,503
1,2,9E,20363,9E,N910XJ,5512,13487,1348702,MSP,14683,1468305,SAT,1743,0,1700-1759,2056,0,0,0,1097
1,2,9E,20363,9E,N336PQ,5523,14492,1449202,RDU,13487,1348702,MSP,1653,0,1700-1759,1847,0,0,0,980
1,2,9E,20363,9E,N335PQ,5524,11146,1114606,CRW,10397,1039707,ATL,602,0,0600-0659,725,0,0,0,363
1,2,9E,20363,9E,N582CA,5525,14100,1410005,PHL,13487,1348702,MSP,1152,0,1200-1259,1351,0,0,0,980
1,2,AA,19805,AA,N838NN,363,10693,1069302,BNA,12892,1289208,LAX,2014,1,1900-1959,2251,1,0,0,1797
1,2,AA,19805,AA,N838NN,363,12892,1289208,LAX,10693,1069302,BNA,1327,1,1200-1259,1926,1,0,0,1797
1,2,AA,19805,AA,N922NN,364,11298,1129806,DFW,14831,1483106,SJC,1838,0,1800-1859,2010,0,0,0,1438
1,2,AA,19805,AA,N820AL,366,12892,1289208,LAX,11298,1129806,DFW,1531,1,1500-1559,2018,0,0,0,1235
1,2,AA,19805,AA,N961NN,367,12953,1295304,LGA,13930,1393007,ORD,1227,0,1200-1259,1407,0,0,0,733
1,2,AA,19805,AA,N961NN,367,13930,1393007,ORD,12953,1295304,LGA,827,0,0800-0859,1118,0,0,0,733
1,2,AA,19805,AA,N929AA,368,11298,1129806,DFW,14747,1474703,SEA,1454,0,1400-1459,1701,0,0,0,1660
1,2,AA,19805,AA,N9620D,369,10693,1069302,BNA,11298,1129806,DFW,1713,0,1700-1759,1923,0,0,0,631
1,2,AA,19805,AA,N989NN,370,12953,1295304,LGA,13930,1393007,ORD,726,0,0700-0759,917,0,0,0,733
1,2,AA,19805,AA,N9620D,371,11298,1129806,DFW,10693,1069302,BNA,1442,0,1400-1459,1616,0,0,0,631
1,2,AA,19805,AA,N803NN,372,13487,1348702,MSP,14107,1410702,PHX,1449,0,1400-1459,1716,0,0,0,1276
1,2,AA,19805,AA,N803NN,372,14107,1410702,PHX,13487,1348702,MSP,1016,1,0900-0959,1355,0,0,0,1276
1,2,AA,19805,AA,N826NN,373,10693,1069302,BNA,13303,1330303,MIA,1734,0,1700-1759,2048,0,0,0,806
1,2,AA,19805,AA,N826NN,373,13303,1330303,MIA,10693,1069302,BNA,1527,0,1500-1559,1640,0,0,0,806
1,2,AA,19805,AA,N9626F,374,11066,1106606,CMH,11298,1129806,DFW,1143,0,1100-1159,1344,0,0,0,926
1,2,AA,19805,AA,N855NN,375,12451,1245102,JAX,11298,1129806,DFW,745,0,0700-0759,931,0,0,0,918
1,2,AA,19805,AA,N939NN,376,13303,1330303,MIA,14100,1410005,PHL,1624,0,1600-1659,1859,0,0,0,1013
1,2,AA,19805,AA,N337PJ,381,13930,1393007,ORD,12953,1295304,LGA,1300,1,1200-1259,1552,0,0,0,733
1,2,AA,19805,AA,N309PC,382,12892,1289208,LAX,10721,1072102,BOS,1259,0,1300-1359,2048,0,0,0,2611
1,2,AA,19805,AA,N394AN,383,13303,1330303,MIA,14771,1477104,SFO,727,0,0700-0759,1026,0,0,0,2585
1,2,AA,19805,AA,N394AN,383,14771,1477104,SFO,13303,1330303,MIA,1210,0,1200-1259,2033,0,0,0,2585
1,2,AA,19805,AA,N930AN,384,14747,1474703,SEA,13930,1393007,ORD,1029,0,1000-1059,1624,0,0,0,1721
1,2,AA,19805,AA,N968TW,385,11298,1129806,DFW,15016,1501606,STL,900,0,0900-0959,1027,0,0,0,550
1,2,AA,19805,AA,N968TW,385,15016,1501606,STL,11298,1129806,DFW,1130,0,1100-1159,1323,0,0,0,550
1,2,AA,19805,AA,N926AN,386,14100,1410005,PHL,13303,1330303,MIA,2036,0,2000-2059,2316,0,0,0,1013
1,2,AA,19805,AA,N140AN,390,14771,1477104,SFO,11298,1129806,DFW,803,0,0800-0859,1347,0,0,0,1464
1,2,AA,19805,AA,N306PB,391,11278,1127805,DCA,13303,1330303,MIA,648,0,0600-0659,942,0,0,0,919
1,2,AA,19805,AA,N890NN,394,11057,1105703,CLT,13487,1348702,MSP,1300,0,1300-1359,1435,0,0,0,930
1,2,AA,19805,AA,N890NN,394,13487,1348702,MSP,11057,1105703,CLT,1534,0,1500-1559,1910,0,0,0,930
1,2,AA,19805,AA,N930NN,395,13930,1393007,ORD,14843,1484306,SJU,828,0,0800-0859,1500,0,0,0,2072
1,2,AA,19805,AA,N996NN,398,13930,1393007,ORD,12953,1295304,LGA,625,0,0600-0659,927,0,0,0,733
1,2,AA,19805,AA,N165US,400,11057,1105703,CLT,11278,1127805,DCA,928,0,0900-0959,1038,0,0,0,331
1,2,AA,19805,AA,N717UW,401,10397,1039707,ATL,14100,1410005,PHL,1521,0,1500-1559,1705,0,0,0,666
1,2,AA,19805,AA,N721UW,402,10821,1082106,BWI,11057,1105703,CLT,1748,0,1700-1759,1916,0,0,0,361
1,2,AA,19805,AA,N721UW,402,11057,1105703,CLT,10821,1082106,BWI,1551,0,1500-1559,1658,0,0,0,361
1,2,AA,19805,AA,N831AW,404,11057,1105703,CLT,12339,1233904,IND,1637,0,1600-1659,1812,0,0,0,427
1,2,AA,19805,AA,N831AW,404,12339,1233904,IND,11057,1105703,CLT,1858,0,1900-1959,2034,0,0,0,427
1,2,AA,19805,AA,N572UW,406,12889,1288903,LAS,11057,1105703,CLT,107,0,0001-0559,814,0,0,0,1916
1,2,AA,19805,AA,N207UW,407,11298,1129806,DFW,14107,1410702,PHX,1210,0,1200-1259,1340,0,0,0,868
1,2,AA,19805,AA,N207UW,407,14107,1410702,PHX,11298,1129806,DFW,745,0,0700-0759,1053,0,0,0,868
1,2,AA,19805,AA,N184US,409,12892,1289208,LAX,11298,1129806,DFW,1543,0,1500-1559,2041,0,0,0,1235
1,2,AA,19805,AA,N664AW,890,13796,1379608,OAK,11298,1129806,DFW,1117,0,1100-1159,1645,0,0,0,1457
1,2,AA,19805,AA,N981UY,891,14107,1410702,PHX,13930,1393007,ORD,1647,1,1600-1659,2108,1,0,0,1440
1,2,AA,19805,AA,N587UW,897,10792,1079206,BUF,11057,1105703,CLT,1020,0,1000-1059,1226,0,0,0,546
1,2,AA,19805,AA,N173US,899,12892,1289208,LAX,14107,1410702,PHX,1715,1,1600-1659,2013,1,0,0,370
1,2,AA,19805,AA,N173US,899,14107,1410702,PHX,12892,1289208,LAX,1551,1,1500-1559,1613,1,0,0,370
1,2,AA,19805,AA,N819NN,919,11697,1169706,FLL,11298,1129806,DFW,1132,0,1100-1159,1356,0,0,0,1119
1,2,AA,19805,AA,N535UW,1849,11057,1105703,CLT,13204,1320402,MCO,917,0,0900-0959,1045,0,0,0,468
1,2,AA,19805,AA,N535UW,1849,13204,1320402,MCO,11057,1105703,CLT,1147,0,1100-1159,1315,0,0,0,468
1,2,AA,19805,AA,N125UW,1850,11057,1105703,CLT,10397,1039707,ATL,1802,0,1800-1859,1902,0,0,0,226
1,2,AA,19805,AA,N669AW,1851,11057,1105703,CLT,15376,1537604,TUS,2205,0,2200-2259,39,0,0,0,1735
1,2,AA,19805,AA,N917UY,1852,11057,1105703,CLT,14843,1484306,SJU,1000,0,1000-1059,1435,0,0,0,1475
1,2,AA,19805,AA,N917UY,1852,14843,1484306,SJU,11057,1105703,CLT,1537,0,1500-1559,1825,0,0,0,1475
1,2,AA,19805,AA,N923US,1853,11298,1129806,DFW,10721,1072102,BOS,1055,0,1000-1059,1459,0,0,0,1562
1,2,AA,19805,AA,N185UW,1854,13930,1393007,ORD,14100,1410005,PHL,651,0,0700-0759,939,0,0,0,678
1,2,AA,19805,AA,N702UW,1855,11057,1105703,CLT,11278,1127805,DCA,1852,1,1800-1859,2004,0,0,0,331
1,2,AA,19805,AA,N717UW,1856,14100,1410005,PHL,10721,1072102,BOS,1902,0,1800-1859,2011,0,0,0,280
1,2,AA,19805,AA,N711UW,1857,11057,1105703,CLT,11995,1199502,GSO,2104,1,2000-2059,2146,1,0,0,83
1,2,AA,19805,AA,N823AW,1858,11057,1105703,CLT,10257,1025702,ALB,2207,0,2200-2259,2349,0,0,0,646
1,2,AA,19805,AA,N654AW,1859,10397,1039707,ATL,14100,1410005,PHL,941,0,0900-0959,1140,0,0,0,666
1,2,AA,19805,AA,N768US,1860,10257,1025702,ALB,11057,1105703,CLT,1200,0,1200-1259,1414,0,0,0,646
1,2,AA,19805,AA,N768US,1860,11057,1105703,CLT,10257,1025702,ALB,925,0,0900-0959,1114,0,0,0,646
1,2,AA,19805,AA,N112US,1861,14100,1410005,PHL,10397,1039707,ATL,1236,0,1200-1259,1440,0,0,0,666
1,2,AA,19805,AA,N126UW,1862,11057,1105703,CLT,12953,1295304,LGA,1307,0,1300-1359,1438,0,0,0,544
1,2,AA,19805,AA,N126UW,1862,12953,1295304,LGA,11057,1105703,CLT,1543,0,1500-1559,1743,0,0,0,544
1,2,AA,19805,AA,N581UW,1864,14100,1410005,PHL,11697,1169706,FLL,2048,0,2000-2059,2334,0,0,0,992
1,2,AA,19805,AA,N951UW,1865,11042,1104205,CLE,14100,1410005,PHL,1041,0,1000-1059,1147,0,0,0,363
1,2,AA,19805,AA,N958UW,1866,14321,1432105,PWM,14100,1410005,PHL,1223,0,1200-1259,1358,0,0,0,364
1,2,AA,19805,AA,N925UY,1867,14893,1489302,SMF,14107,1410702,PHX,556,0,0600-0659,853,0,0,0,647
1,2,AA,19805,AA,N192UW,1868,14771,1477104,SFO,14107,1410702,PHX,905,0,0900-0959,1211,0,0,0,651
1,2,AA,19805,AA,N947UW,1869,13296,1329604,MHT,14100,1410005,PHL,1018,0,1000-1059,1143,0,0,0,289
1,2,AA,19805,AA,N673AW,1870,14100,1410005,PHL,11697,1169706,FLL,1519,0,1500-1559,1801,0,0,0,992
1,2,AA,19805,AA,N543UW,1872,13930,1393007,ORD,11057,1105703,CLT,914,1,0800-0859,1215,1,0,0,599
1,2,AA,19805,AA,N543UW,1872,14100,1410005,PHL,13930,1393007,ORD,552,0,0600-0659,725,0,0,0,678
1,2,AA,19805,AA,N154UW,1873,11057,1105703,CLT,14771,1477104,SFO,2021,0,2000-2059,2313,0,0,0,2296
1,2,AA,19805,AA,N576UW,1874,14100,1410005,PHL,10721,1072102,BOS,2122,0,2100-2159,2232,0,0,0,280
1,2,AA,19805,AA,N673AW,1875,15304,1530402,TPA,14100,1410005,PHL,1157,0,1100-1159,1414,0,0,0,920
1,2,AA,19805,AA,N165US,1876,15304,1530402,TPA,11057,1105703,CLT,1731,0,1700-1759,1907,0,0,0,507
1,2,AA,19805,AA,N829AW,1877,11057,1105703,CLT,10423,1042302,AUS,2007,0,2000-2059,2157,0,0,0,1032
1,2,AA,19805,AA,N306NY,2830,12953,1295304,LGA,11298,1129806,DFW,1851,0,1800-1859,2158,0,0,0,1389
1,2,AA,19805,AA,N175AN,2831,11503,1150305,EGE,11298,1129806,DFW,1241,1,1200-1259,1618,1,0,0,721
1,2,AA,19805,AA,N175AN,2831,13303,1330303,MIA,11503,1150305,EGE,828,0,0800-0859,1112,0,0,0,1810
1,2,AA,19805,AA,N963AN,2832,13303,1330303,MIA,11278,1127805,DCA,1033,0,1000-1059,1247,0,0,0,919
1,2,AA,19805,AA,N994AN,2833,11298,1129806,DFW,14107,1410702,PHX,1714,1,1600-1659,1854,1,0,0,868
1,2,AA,19805,AA,N358PW,2834,11433,1143302,DTW,11298,1129806,DFW,743,1,0700-0759,948,1,0,0,986
1,2,AA,19805,AA,N111ZM,1,12478,1247805,JFK,12892,1289208,LAX,759,0,0800-0859,1133,0,0,0,2475
1,2,AA,19805,AA,N115NN,2,12892,1289208,LAX,12478,1247805,JFK,903,0,0900-0959,1642,0,0,0,2475
1,2,AA,19805,AA,N105NN,3,12478,1247805,JFK,12892,1289208,LAX,1223,0,1200-1259,1544,0,0,0,2475
1,2,AA,19805,AA,N110AN,4,12892,1289208,LAX,12478,1247805,JFK,1120,1,1100-1159,1908,0,0,0,2475
1,2,AA,19805,AA,N757AN,5,11298,1129806,DFW,12173,1217305,HNL,1119,0,1100-1159,1504,0,0,0,3784
1,2,AA,19805,AA,N796AN,6,13830,1383002,OGG,11298,1129806,DFW,1941,1,1900-1959,730,1,0,0,3711
1,2,AA,19805,AA,N796AN,7,11298,1129806,DFW,13830,1383002,OGG,911,0,0900-0959,1317,0,0,0,3711
1,2,AA,19805,AA,N766AN,8,12173,1217305,HNL,11298,1129806,DFW,1821,0,1800-1859,602,1,0,0,3784
1,2,AA,19805,AA,N881NN,9,13495,1349505,MSY,11298,1129806,DFW,905,1,0800-0859,1041,1,0,0,447
1,2,AA,19805,AA,N908AN,12,11298,1129806,DFW,12451,1245102,JAX,1608,1,1500-1559,1918,1,0,0,918
1,2,AA,19805,AA,N908AN,12,12451,1245102,JAX,11298,1129806,DFW,2007,1,1900-1959,2134,0,0,0,918
1,2,AA,19805,AA,N130AN,14,13830,1383002,OGG,12892,1289208,LAX,2331,1,2300-2359,725,1,0,0,2486
1,2,AA,19805,AA,N117AN,16,14771,1477104,SFO,12478,1247805,JFK,1134,0,1100-1159,2000,0,0,0,2586
1,2,AA,19805,AA,N875NN,19,13930,1393007,ORD,14492,1449202,RDU,1541,1,1500-1559,1821,0,0,0,646
1,2,AA,19805,AA,N858NN,22,11298,1129806,DFW,12266,1226603,IAH,1441,0,1400-1459,1548,0,0,0,224
1,2,AA,19805,AA,N858NN,22,12266,1226603,IAH,11298,1129806,DFW,1629,0,1600-1659,1738,0,0,0,224
1,2,AA,19805,AA,N982NN,24,12478,1247805,JFK,12889,1288903,LAS,1952,0,1900-1959,2259,0,0,0,2248
1,2,AA,19805,AA,N172AJ,30,13303,1330303,MIA,11298,1129806,DFW,2145,0,2100-2159,2356,0,0,0,1121
1,2,AA,19805,AA,N134AN,31,12892,1289208,LAX,12173,1217305,HNL,833,0,0800-0859,1207,0,0,0,2556
1,2,AA,19805,AA,N103NN,32,12892,1289208,LAX,12478,1247805,JFK,1418,1,1400-1459,2207,0,0,0,2475
1,2,AA,19805,AA,N103NN,33,12478,1247805,JFK,12892,1289208,LAX,656,0,0700-0759,1114,1,0,0,2475
1,2,AA,19805,AA,N998AN,35,11298,1129806,DFW,14683,1468305,SAT,1238,0,1200-1259,1400,0,0,0,247
1,2,AA,19805,AA,N998AN,35,14683,1468305,SAT,11298,1129806,DFW,1449,0,1400-1459,1553,0,0,0,247
1,2,AA,19805,AA,N952AA,52,13930,1393007,ORD,12478,1247805,JFK,1558,0,1500-1559,1848,0,0,0,740
1,2,AA,19805,AA,N968NN,54,12953,1295304,LGA,13303,1330303,MIA,1218,0,1200-1259,1517,0,0,0,1096
1,2,AA,19805,AA,N381AN,55,12889,1288903,LAS,14100,1410005,PHL,827,1,0600-0659,1540,1,0,0,2176
1,2,AA,19805,AA,N128AN,58,12758,1275804,KOA,12892,1289208,LAX,1339,0,1300-1359,2139,1,0,0,2504
1,2,AA,19805,AA,N128AN,59,12892,1289208,LAX,12758,1275804,KOA,822,0,0800-0859,1124,0,0,0,2504
1,2,AA,19805,AA,N921NN,64,13303,1330303,MIA,14107,1410702,PHX,2101,0,2100-2159,2353,0,0,0,1972
1,2,AA,19805,AA,N910NN,65,12889,1288903,LAS,12478,1247805,JFK,2242,0,2200-2259,623,0,0,0,2248
1,2,AA,19805,AA,N805AN,74,12173,1217305,HNL,13930,1393007,ORD,1838,0,1800-1859,658,0,0,0,4243
1,2,AA,19805,AA,N805AN,75,13930,1393007,ORD,12173,1217305,HNL,1010,0,1000-1059,1443,0,0,0,4243
1,2,AA,19805,AA,N820AL,84,11298,1129806,DFW,12892,1289208,LAX,2242,1,2200-2259,18,1,0,0,1235
1,2,AA,19805,AA,N868NN,85,11057,1105703,CLT,13303,1330303,MIA,1631,0,1600-1659,1832,0,0,0,650
1,2,AA,19805,AA,N385AM,88,14100,1410005,PHL,12889,1288903,LAS,2053,0,2000-2059,2335,0,0,0,2176
1,2,AA,19805,AA,N969TW,89,15016,1501606,STL,11298,1129806,DFW,822,0,0800-0859,1027,0,0,0,550
1,2,AA,19805,AA,N190AA,96,11057,1105703,CLT,13303,1330303,MIA,2114,0,2100-2159,2312,0,0,0,650
1,2,AA,19805,AA,N890NN,97,11057,1105703,CLT,13495,1349505,MSY,2010,0,2000-2059,2118,0,0,0,651
1,2,AA,19805,AA,N914NN,99,12892,1289208,LAX,11298,1129806,DFW,1825,0,1800-1859,2326,0,0,0,1235
1,2,AA,19805,AA,N757AN,102,12173,1217305,HNL,11298,1129806,DFW,2055,0,2100-2159,854,1,0,0,3784
1,2,AA,19805,AA,N9629H,103,10821,1082106,BWI,11298,1129806,DFW,1132,0,1100-1159,1409,0,0,0,1217
1,2,AA,19805,AA,N963NN,110,13930,1393007,ORD,10721,1072102,BOS,1326,0,1300-1359,1616,0,0,0,867
1,2,AA,19805,AA,N901NN,111,12339,1233904,IND,11057,1105703,CLT,633,1,0600-0659,801,0,0,0,427
1,2,AA,19805,AA,N922AN,114,13930,1393007,ORD,12953,1295304,LGA,1225,1,1000-1059,1522,1,0,0,733
1,2,AA,19805,AA,N956NN,115,12953,1295304,LGA,13930,1393007,ORD,825,0,0800-0859,1008,0,0,0,733
1,2,AA,19805,AA,N786AN,116,13830,1383002,OGG,11298,1129806,DFW,2135,1,2100-2159,918,1,0,0,3711
1,2,AA,19805,AA,N113AN,117,12478,1247805,JFK,12892,1289208,LAX,1456,0,1500-1559,1818,0,0,0,2475
1,2,AA,19805,AA,N116AN,118,12892,1289208,LAX,12478,1247805,JFK,654,0,0700-0759,1452,0,0,0,2475
1,2,AA,19805,AA,N786AN,119,11298,1129806,DFW,13830,1383002,OGG,1106,0,1100-1159,1450,0,0,0,3711
1,2,AA,19805,AA,N847NN,122,13487,1348702,MSP,13930,1393007,ORD,1547,0,1500-1559,1718,0,0,0,334
1,2,AA,19805,AA,N847NN,122,13930,1393007,ORD,13487,1348702,MSP,1349,1,1300-1359,1514,1,0,0,334
1,2,AA,19805,AA,N766AN,123,11298,1129806,DFW,12173,1217305,HNL,913,0,0900-0959,1255,0,0,0,3784
1,2,AA,19805,AA,N137AA,124,11292,1129202,DEN,11298,1129806,DFW,851,0,0800-0859,1211,0,0,0,641
1,2,AA,19805,AA,N337PJ,129,12953,1295304,LGA,13930,1393007,ORD,921,0,0900-0959,1100,0,0,0,733
1,2,AA,19805,AA,N896NN,130,11057,1105703,CLT,12339,1233904,IND,2221,0,2200-2259,2349,0,0,0,427
1,2,AA,19805,AA,N149AN,131,11298,1129806,DFW,14679,1467903,SAN,931,0,0900-0959,1040,0,0,0,1171
1,2,AA,19805,AA,N149AN,131,14679,1467903,SAN,11298,1129806,DFW,1134,0,1100-1159,1627,0,0,0,1171
1,2,AA,19805,AA,N969NN,132,13303,1330303,MIA,13930,1393007,ORD,1248,1,1200-1259,1457,1,0,0,1197
1,2,AA,19805,AA,N106NN,133,12478,1247805,JFK,12892,1289208,LAX,1723,1,1700-1759,2123,1,0,0,2475
1,2,AA,19805,AA,N839NN,134,14679,1467903,SAN,13930,1393007,ORD,927,0,0900-0959,1521,0,0,0,1723
1,2,AA,19805,AA,N800NN,137,15376,1537604,TUS,11298,1129806,DFW,612,0,0600-0659,1032,1,0,0,813
1,2,AA,19805,AA,N950AN,138,13495,1349505,MSY,11298,1129806,DFW,852,0,0800-0859,1049,0,0,0,447
1,2,AA,19805,AA,N986AN,139,11298,1129806,DFW,14771,1477104,SFO,1254,0,1200-1259,1425,0,0,0,1464
1,2,AA,19805,AA,N986AN,139,14771,1477104,SFO,11298,1129806,DFW,1541,0,1500-1559,2105,0,0,0,1464
1,2,AA,19805,AA,N184AN,140,11298,1129806,DFW,14100,1410005,PHL,1018,0,1000-1059,1406,0,0,0,1303
1,2,AA,19805,AA,N184AN,140,14100,1410005,PHL,11298,1129806,DFW,1615,0,1600-1659,1932,0,0,0,1303
1,2,AA,19805,AA,N118NN,143,12892,1289208,LAX,12173,1217305,HNL,1428,0,1400-1459,1747,0,0,0,2556
1,2,AA,19805,AA,N118NN,144,12173,1217305,HNL,12892,1289208,LAX,2312,0,2300-2359,652,0,0,0,2556
1,2,AA,19805,AA,N869NN,145,13495,1349505,MSY,12892,1289208,LAX,702,0,0700-0759,933,0,0,0,1670
1,2,AA,19805,AA,N314PD,146,10529,1052906,BDL,13303,1330303,MIA,554,0,0600-0659,916,0,0,0,1194
1,2,AA,19805,AA,N8030F,147,12892,1289208,LAX,11503,1150305,EGE,835,0,0800-0859,1216,0,0,0,748
1,2,AA,19805,AA,N9013A,149,11503,1150305,EGE,12892,1289208,LAX,2028,1,1400-1459,2119,1,0,0,748
1,2,AA,19805,AA,N909AM,152,14771,1477104,SFO,11298,1129806,DFW,1016,0,1000-1059,1553,1,0,0,1464
1,2,AA,19805,AA,N912AN,155,14107,1410702,PHX,15016,1501606,STL,1636,0,1600-1659,2025,0,0,0,1262
1,2,AA,19805,AA,N891NN,157,11298,1129806,DFW,12478,1247805,JFK,701,0,0700-0759,1101,0,0,0,1391
1,2,AA,19805,AA,N963AN,159,13495,1349505,MSY,13303,1330303,MIA,623,0,0600-0659,918,0,0,0,675
1,2,AA,19805,AA,N963AN,160,13930,1393007,ORD,13303,1330303,MIA,1701,1,1600-1659,2111,1,0,0,1197
1,2,AA,19805,AA,N130AN,161,12892,1289208,LAX,13830,1383002,OGG,1737,0,1700-1759,2140,0,0,0,2486
1,2,AA,19805,AA,N134AN,162,12173,1217305,HNL,12892,1289208,LAX,1353,0,1300-1359,2208,1,0,0,2556
1,2,AA,19805,AA,N304RB,163,11278,1127805,DCA,12892,1289208,LAX,1707,0,1700-1759,2007,0,0,0,2311
1,2,AA,19805,AA,N304RB,163,12892,1289208,LAX,11278,1127805,DCA,816,0,0800-0859,1558,0,0,0,2311
1,2,AA,19805,AA,N114NN,164,14771,1477104,SFO,12478,1247805,JFK,755,0,0800-0859,1620,0,0,0,2586
1,2,AA,19805,AA,N9015D,165,11298,1129806,DFW,11503,1150305,EGE,843,0,0800-0859,1040,1,0,0,721
1,2,AA,19805,AA,N9015D,165,11503,1150305,EGE,11298,1129806,DFW,1145,1,1000-1059,1458,1,0,0,721
1,2,AA,19805,AA,N108NN,166,14771,1477104,SFO,12478,1247805,JFK,1535,0,1500-1559,2344,0,0,0,2586
1,2,AA,19805,AA,N133AN,167,12892,1289208,LAX,10721,1072102,BOS,836,1,0800-0859,1638,0,0,0,2611
1,2,AA,19805,AA,N981AN,168,12889,1288903,LAS,13930,1393007,ORD,1507,0,1500-1559,2027,0,0,0,1514
1,2,AA,19805,AA,N981AN,168,13930,1393007,ORD,12889,1288903,LAS,1209,0,1200-1259,1405,0,0,0,1514
1,2,AA,19805,AA,N805NN,172,14831,1483106,SJC,11298,1129806,DFW,755,0,0800-0859,1321,0,0,0,1438
1,2,AA,19805,AA,N965NN,178,14027,1402702,PBI,13930,1393007,ORD,,,0600-0659,,,1,0,1143
1,2,AA,19805,AA,N108NN,179,12478,1247805,JFK,14771,1477104,SFO,1055,0,1100-1159,1432,0,0,0,2586
1,2,AA,19805,AA,N156AN,185,12889,1288903,LAS,11298,1129806,DFW,306,1,0001-0559,736,0,0,0,1055
1,2,AA,19805,AA,N904AN,186,11057,1105703,CLT,11697,1169706,FLL,1157,0,1100-1159,1403,0,0,0,632
1,2,AA,19805,AA,N904AN,186,11697,1169706,FLL,11057,1105703,CLT,1443,0,1400-1459,1640,0,0,0,632
1,2,AA,19805,AA,N916AN,188,12339,1233904,IND,11298,1129806,DFW,1214,0,1200-1259,1348,0,0,0,761
1,2,AA,19805,AA,N9015D,189,11503,1150305,EGE,11298,1129806,DFW,,,0700-0759,,,1,0,721
1,2,AA,19805,AA,N9620D,190,11298,1129806,DFW,14685,1468502,SAV,2039,0,2000-2059,2339,0,0,0,925
1,2,AA,19805,AA,N337PJ,194,12953,1295304,LGA,13930,1393007,ORD,1639,0,1600-1659,1838,1,0,0,733
1,2,AA,19805,AA,N337PJ,194,13930,1393007,ORD,12953,1295304,LGA,1959,1,1900-1959,2244,0,0,0,733
1,2,AA,19805,AA,N971TW,195,11298,1129806,DFW,12264,1226402,IAD,1056,0,1000-1059,1426,0,0,0,1172
1,2,AA,19805,AA,N971TW,195,12264,1226402,IAD,11298,1129806,DFW,1519,0,1500-1559,1748,0,0,0,1172
1,2,AA,19805,AA,N839NN,196,12953,1295304,LGA,13930,1393007,ORD,2026,0,2000-2059,2209,0,0,0,733
1,2,AA,19805,AA,N839NN,196,13930,1393007,ORD,12953,1295304,LGA,1631,0,1600-1659,1916,0,0,0,733
1,2,AA,19805,AA,N874NN,197,10721,1072102,BOS,12478,1247805,JFK,622,0,0600-0659,731,0,0,0,187
1,2,AA,19805,AA,N936AN,200,13930,1393007,ORD,14492,1449202,RDU,847,1,0800-0859,1122,0,0,0,646
1,2,AA,19805,AA,N848NN,201,14908,1490803,SNA,14107,1410702,PHX,639,0,0600-0659,914,0,0,0,338
1,2,AA,19805,AA,N958NN,202,11298,1129806,DFW,11278,1127805,DCA,608,0,0600-0659,932,0,0,0,1192
1,2,AA,19805,AA,N135NN,205,12892,1289208,LAX,13830,1383002,OGG,1454,1,1400-1459,1748,0,0,0,2486
1,2,AA,19805,AA,N982AN,208,13204,1320402,MCO,13303,1330303,MIA,857,1,0800-0859,1008,1,0,0,192
1,2,AA,19805,AA,N140AN,209,11298,1129806,DFW,14057,1405702,PDX,2008,1,1800-1859,2202,1,0,0,1616
1,2,AA,19805,AA,N942NN,210,13303,1330303,MIA,14107,1410702,PHX,1436,1,1300-1359,1737,1,0,0,1972
1,2,AA,19805,AA,N807NN,211,12892,1289208,LAX,14683,1468305,SAT,1854,0,1900-1959,2344,0,0,0,1211
1,2,AA,19805,AA,N129AA,212,13830,1383002,OGG,12892,1289208,LAX,1542,0,1500-1559,2357,1,0,0,2486
